,0,1,2,3,4,5,6
348,Manual MBES Boulder,302726.801,5993145.32,23.27,1.098,0.597,0.131
349,Manual MBES Boulder,300151.012,5991941.558,17.53,1.913,1.243,0.428
350,Manual MBES Boulder,302074.75,5993075.351,21.15,2.239,1.856,0.19
351,Manual MBES Boulder,300620.355,5992871.301,20.26,1.183,0.671,0.115
352,Manual MBES Boulder,300621.761,5992871.494,20.26,1.128,1.155,0.172
353,Manual MBES Boulder,302323.216,5993111.266,22.1,1.487,1.304,0.207
354,Manual MBES Boulder,299833.518,5994160.872,18.63,1.706,1.685,0.783
355,Manual MBES Boulder,300308.741,5990813.257,17.96,2.464,0.74,0.165
356,Manual MBES Boulder,300111.934,5992264.048,17.31,2.025,1.029,0.251
357,Manual MBES Boulder,303276.753,5993181.86,24.61,1.314,0.656,0.187
358,Manual MBES Boulder,300190.505,5991694.605,18.02,1.608,1.071,0.484
359,Manual MBES Boulder,299724.002,5992745.236,17.51,1.42,1.166,0.405
360,Manual MBES Boulder,300311.412,5990876.702,17.75,1.391,1.316,0.595
361,Manual MBES Boulder,299958.491,5993322.085,18.11,1.318,0.711,0.331
362,Manual MBES Boulder,299931.434,5993422.671,17.83,1.31,0.732,0.16
363,Manual MBES Boulder,298951.324,5992633.596,15.91,0.925,0.809,0.309
364,Manual MBES Boulder,298953.143,5992634.75,16.0,1.436,0.799,0.147
365,Manual MBES Boulder,301755.645,5993003.966,22.16,1.723,0.931,0.161
366,Manual MBES Boulder,299247.251,5992682.1,17.09,1.842,1.405,0.435
367,Manual MBES Boulder,300044.855,5992845.434,18.45,1.474,0.793,0.174
368,Manual MBES Boulder,300044.188,5992846.683,18.41,1.098,1.672,0.198
369,Manual MBES Boulder,300043.406,5992848.16,18.45,1.438,0.813,0.129
370,Manual MBES Boulder,299764.273,5994823.476,18.84,1.233,0.82,0.123
371,Manual MBES Boulder,298395.489,5992534.525,14.27,1.636,1.312,0.463
372,Manual MBES Boulder,300528.533,5992842.356,19.35,1.586,1.109,0.228
373,Manual MBES Boulder,302384.502,5993130.644,22.3,1.168,1.252,0.388
374,Manual MBES Boulder,302497.978,5993112.222,23.21,2.016,1.307,0.183
375,Manual MBES Boulder,301951.021,5993084.125,20.0,1.788,0.89,0.142
376,Manual MBES Boulder,301952.537,5993084.533,19.96,1.499,1.077,0.155
377,Manual MBES Boulder,300046.668,5992842.008,18.38,1.977,0.915,0.194
378,Manual MBES Boulder,299823.565,5994605.545,18.61,2.14,1.431,0.205
379,Manual MBES Boulder,300496.19,5989452.874,17.87,1.024,0.888,0.268
380,Manual MBES Boulder,300498.046,5989451.879,18.07,1.448,1.113,0.183
381,Manual MBES Boulder,299888.678,5993929.16,18.95,1.042,0.769,0.191
382,Manual MBES Boulder,300050.754,5992806.401,18.12,1.21,1.051,0.314
383,Manual MBES Boulder,300067.715,5992627.853,18.47,1.23,0.807,0.259
384,Manual MBES Boulder,300234.921,5992786.419,18.91,0.841,0.757,0.124
385,Manual MBES Boulder,300274.128,5992803.465,19.22,1.157,0.835,0.218
386,Manual MBES Boulder,301691.71,5993041.276,22.33,2.654,1.172,0.256
387,Manual MBES Boulder,299728.597,5994933.595,18.83,2.19,1.121,0.254
388,Manual MBES Boulder,299898.3,5993817.37,19.02,2.288,1.303,0.257
389,Manual MBES Boulder,299985.18,5992778.485,19.08,2.459,1.63,0.375
390,Manual MBES Boulder,300229.782,5991201.921,18.14,1.583,1.344,0.342
391,Manual MBES Boulder,300110.063,5992095.04,18.02,1.869,1.229,0.175
392,Manual MBES Boulder,301964.067,5993066.367,20.35,1.065,1.276,0.231
393,Manual MBES Boulder,301964.576,5993064.024,20.52,0.923,0.641,0.143
394,Manual MBES Boulder,301977.897,5993058.586,20.65,1.807,1.421,0.239
395,Manual MBES Boulder,300565.881,5992864.288,19.56,2.425,2.065,0.203
396,Manual MBES Boulder,299646.03,5995623.847,19.97,1.016,0.788,0.213
397,Manual MBES Boulder,299646.801,5995625.532,19.91,1.972,1.3,0.201
398,Manual MBES Boulder,300320.644,5990941.077,17.43,2.253,0.75,0.155
399,Manual MBES Boulder,300043.139,5992721.721,18.46,2.334,0.755,0.306
400,Manual MBES Boulder,300262.457,5991010.433,17.83,1.402,0.974,0.188
401,Manual MBES Boulder,300793.366,5992903.252,21.15,2.31,1.221,0.277
402,Manual MBES Boulder,303328.67,5993188.264,24.92,0.975,0.943,0.155
403,Manual MBES Boulder,300275.188,5991186.796,18.27,1.53,1.216,0.306
404,Manual MBES Boulder,299953.842,5993328.393,17.95,1.776,1.463,0.634
405,Manual MBES Boulder,299856.493,5994065.49,18.82,1.52,0.689,0.163
406,Manual MBES Boulder,299879.791,5994010.716,19.02,1.596,1.07,0.285
407,Manual MBES Boulder,299995.04,5993218.766,18.77,1.549,1.273,0.244
408,Manual MBES Boulder,300190.447,5991775.207,17.33,1.236,0.851,0.354
409,Manual MBES Boulder,300191.542,5991774.587,17.51,1.235,1.093,0.139
410,Manual MBES Boulder,299880.966,5994012.064,18.86,1.301,0.963,0.188
411,Manual MBES Boulder,302183.244,5993090.513,21.97,1.217,0.77,0.194
412,Manual MBES Boulder,302185.566,5993090.836,22.19,2.116,0.857,0.266
413,Manual MBES Boulder,299617.795,5995799.742,20.24,2.204,1.323,0.235
414,Manual MBES Boulder,300143.523,5992016.108,18.08,1.209,1.0,0.283
415,Manual MBES Boulder,300145.194,5992017.445,18.28,0.831,0.67,0.1
416,Manual MBES Boulder,300351.242,5992838.408,18.99,1.076,0.878,0.217
417,Manual MBES Boulder,301159.284,5992925.625,22.36,2.504,1.322,0.197
418,Manual MBES Boulder,298810.503,5992614.053,15.82,1.288,0.802,0.171
419,Manual MBES Boulder,298809.706,5992615.991,15.83,1.179,1.211,0.229
420,Manual MBES Boulder,299235.713,5992634.612,17.09,1.857,1.25,0.224
421,Manual MBES Boulder,299858.551,5994215.356,18.64,1.601,1.275,0.262
422,Manual MBES Boulder,300297.069,5990837.088,18.2,2.142,1.008,0.211
423,Manual MBES Boulder,300295.635,5990838.151,18.24,1.964,0.638,0.146
424,Manual MBES Boulder,300098.201,5992328.014,17.91,1.4,1.203,0.479
425,Manual MBES Boulder,302384.821,5993122.666,22.31,1.269,0.957,0.236
426,Manual MBES Boulder,302382.959,5993123.259,22.41,1.458,0.796,0.142
427,Manual MBES Boulder,299996.523,5993165.263,18.92,1.347,1.224,0.185
428,Manual MBES Boulder,299878.637,5993976.494,18.97,1.414,1.364,0.162
429,Manual MBES Boulder,299880.288,5993979.325,18.95,1.28,0.863,0.147
430,Manual MBES Boulder,300116.916,5992224.935,17.9,1.333,1.085,0.139
431,Manual MBES Boulder,300118.695,5992222.556,17.99,1.923,0.968,0.164
432,Manual MBES Boulder,300299.483,5990820.617,17.97,1.425,0.978,0.193
433,Manual MBES Boulder,300300.898,5990819.447,18.08,2.11,0.989,0.128
434,Manual MBES Boulder,300301.212,5992840.886,18.43,2.157,1.462,0.431
435,Manual MBES Boulder,303008.018,5993167.888,24.95,1.647,0.975,0.175
436,Manual MBES Boulder,299785.059,5994732.239,18.57,1.163,0.985,0.227
437,Manual MBES Boulder,300288.667,5990805.588,18.16,1.83,1.196,0.17
438,Manual MBES Boulder,303271.52,5993187.4,24.63,1.728,1.371,0.264
439,Manual MBES Boulder,303226.463,5993167.808,24.97,1.231,1.022,0.185
440,Manual MBES Boulder,298932.854,5992607.805,15.93,1.342,1.151,0.202
441,Manual MBES Boulder,299847.321,5994329.249,18.55,1.29,1.209,0.471
442,Manual MBES Boulder,299756.699,5994710.736,18.34,1.58,1.393,0.235
443,Manual MBES Boulder,299896.996,5993944.306,18.96,1.59,1.235,0.335
444,Manual MBES Boulder,299974.693,5993458.672,18.48,2.652,1.247,0.278
445,Manual MBES Boulder,300298.579,5990768.207,18.07,1.184,0.768,0.178
446,Manual MBES Boulder,300299.788,5990766.662,18.04,1.403,1.149,0.127
447,Manual MBES Boulder,299253.639,5992681.447,17.13,1.73,1.17,0.238
448,Manual MBES Boulder,298671.427,5992597.54,15.17,1.315,0.723,0.127
449,Manual MBES Boulder,299641.975,5995833.451,20.18,1.476,1.099,0.264
450,Manual MBES Boulder,300270.338,5991012.855,17.81,1.479,0.892,0.157
451,Manual MBES Boulder,300268.13,5991012.045,17.89,1.811,0.868,0.131
452,Manual MBES Boulder,300103.252,5992111.634,18.05,2.0,1.135,0.161
453,Manual MBES Boulder,300149.566,5991792.028,17.1,1.795,1.079,0.184
454,Manual MBES Boulder,300149.406,5992031.136,17.95,1.731,1.714,0.346
455,Manual MBES Boulder,300279.554,5990903.274,17.9,1.356,1.216,0.63
456,Manual MBES Boulder,300277.78,5990903.136,18.32,1.135,1.029,0.238
457,Manual MBES Boulder,301110.061,5992909.898,22.29,1.072,0.637,0.162
458,Manual MBES Boulder,301917.06,5993070.617,20.99,1.246,1.537,0.285
459,Manual MBES Boulder,300167.99,5991888.929,16.83,1.627,1.338,0.284
460,Manual MBES Boulder,299296.463,5992692.977,17.24,1.39,0.895,0.203
461,Manual MBES Boulder,300141.483,5991931.617,17.55,1.183,0.933,0.259
462,Manual MBES Boulder,300283.376,5990864.897,17.95,1.529,1.132,0.355
463,Manual MBES Boulder,300152.535,5992135.044,18.14,1.508,1.126,0.167
464,Manual MBES Boulder,300626.494,5992846.214,20.27,1.796,1.257,0.247
465,Manual MBES Boulder,299632.194,5995608.834,19.82,1.578,1.154,0.166
466,Manual MBES Boulder,299633.04,5995611.305,19.83,1.709,1.339,0.219
467,Manual MBES Boulder,299748.33,5992745.687,17.95,1.428,0.803,0.143
468,Manual MBES Boulder,299974.843,5993469.148,18.58,2.226,1.492,0.245
469,Manual MBES Boulder,300155.873,5991952.187,17.62,1.173,1.239,0.217
470,Manual MBES Boulder,300157.603,5991952.175,17.65,0.834,0.838,0.133
471,Manual MBES Boulder,300054.908,5992627.823,18.63,0.794,0.655,0.144
472,Manual MBES Boulder,300054.857,5992630.161,18.77,1.847,0.805,0.145
473,Manual MBES Boulder,300564.231,5992836.79,19.44,1.44,1.031,0.169
474,Manual MBES Boulder,300262.811,5991048.147,17.42,2.651,1.627,0.213
475,Manual MBES Boulder,300433.919,5992837.848,19.45,1.458,1.27,0.14
476,Manual MBES Boulder,299954.174,5993369.417,18.28,1.458,0.859,0.184
477,Manual MBES Boulder,300378.623,5990330.359,18.46,1.5,1.692,0.415
478,Manual MBES Boulder,300062.888,5992589.741,18.06,1.942,1.752,0.813
479,Manual MBES Boulder,300178.041,5991918.618,17.15,1.416,0.981,0.197
480,Manual MBES Boulder,300152.335,5992814.914,18.77,1.134,1.084,0.202
481,Manual MBES Boulder,302981.162,5993129.303,24.86,1.613,1.116,0.25
482,Manual MBES Boulder,298960.78,5992646.139,15.98,1.047,0.766,0.163
483,Manual MBES Boulder,299656.709,5992733.749,17.85,1.23,0.555,0.086
484,Manual MBES Boulder,299655.799,5992735.344,17.8,1.122,0.855,0.127
485,Manual MBES Boulder,299729.389,5995205.151,19.4,1.224,1.13,0.147
486,Manual MBES Boulder,299729.643,5995195.453,19.51,1.39,0.863,0.187
487,Manual MBES Boulder,300087.941,5992246.944,18.21,1.201,0.881,0.151
488,Manual MBES Boulder,300492.159,5989558.565,17.72,1.682,0.703,0.215
489,Manual MBES Boulder,302107.405,5993091.626,20.72,2.337,1.32,0.333
490,Manual MBES Boulder,299742.687,5995181.386,19.45,1.82,0.834,0.11
491,Manual MBES Boulder,300146.626,5991954.728,17.84,1.148,1.156,0.382
492,Manual MBES Boulder,300076.298,5992810.058,18.34,1.344,0.771,0.097
493,Manual MBES Boulder,299246.275,5992687.972,17.27,2.511,0.637,0.105
494,Manual MBES Boulder,299245.648,5992690.253,17.23,2.244,1.174,0.159
495,Manual MBES Boulder,299680.604,5995329.99,19.58,1.146,0.662,0.124
496,Manual MBES Boulder,299681.618,5995331.84,19.56,1.7,1.06,0.16
497,Manual MBES Boulder,300092.788,5992210.204,18.28,1.44,1.43,0.349
498,Manual MBES Boulder,303390.78,5993193.493,25.4,1.288,1.075,0.199
499,Manual MBES Boulder,303100.112,5993178.807,25.44,1.216,1.058,0.32
500,Manual MBES Boulder,303103.644,5993178.211,25.52,1.231,0.998,0.154
501,Manual MBES Boulder,299914.429,5993546.523,18.67,1.226,1.209,0.284
502,Manual MBES Boulder,299084.557,5992649.541,16.41,1.176,1.017,0.138
503,Manual MBES Boulder,299086.683,5992648.614,16.52,2.08,0.799,0.129
504,Manual MBES Boulder,299948.99,5993303.548,18.3,1.795,0.932,0.108
505,Manual MBES Boulder,299883.751,5993900.23,19.03,2.096,1.554,0.127
506,Manual MBES Boulder,299835.786,5994213.293,18.55,1.672,1.351,0.231
507,Manual MBES Boulder,300218.651,5991526.856,18.22,0.917,0.935,0.17
508,Manual MBES Boulder,300269.11,5991081.583,16.95,0.887,1.018,0.217
509,Manual MBES Boulder,300247.487,5991049.806,17.89,1.541,1.033,0.212
510,Manual MBES Boulder,300311.389,5990919.275,17.91,1.281,0.886,0.223
511,Manual MBES Boulder,300250.15,5991206.977,18.27,1.277,1.754,0.347
512,Manual MBES Boulder,300560.209,5992834.725,19.35,1.935,0.879,0.122
513,Manual MBES Boulder,302243.16,5993109.908,22.34,2.118,0.704,0.144
514,Manual MBES Boulder,302135.259,5993076.114,21.05,0.876,1.59,0.156
515,Manual MBES Boulder,303252.276,5993194.286,24.3,1.531,1.48,0.235
516,Manual MBES Boulder,303314.704,5993165.704,25.17,2.221,1.672,0.199
517,Manual MBES Boulder,298641.074,5992571.316,15.07,1.889,1.579,0.355
518,Manual MBES Boulder,298657.655,5992605.879,15.01,1.496,1.262,0.656
519,Manual MBES Boulder,299919.79,5993797.924,19.23,1.311,1.049,0.173
520,Manual MBES Boulder,299828.933,5994274.35,18.72,2.58,1.387,0.207
521,Manual MBES Boulder,302493.046,5993106.825,22.91,1.784,1.762,0.285
522,Manual MBES Boulder,302670.114,5993125.841,23.29,1.527,1.634,0.327
523,Manual MBES Boulder,303272.924,5993194.838,24.74,2.038,1.129,0.225
524,Manual MBES Boulder,302769.298,5993148.631,23.42,1.638,0.973,0.222
525,Manual MBES Boulder,299059.955,5992618.287,16.31,2.009,1.339,0.21
526,Manual MBES Boulder,299649.502,5992718.157,18.0,1.394,2.169,0.303
527,Manual MBES Boulder,299850.585,5994100.323,18.82,2.034,1.164,0.154
528,Manual MBES Boulder,299888.065,5993938.34,18.9,1.041,0.824,0.147
529,Manual MBES Boulder,299888.634,5993940.095,18.93,1.12,0.848,0.136
530,Manual MBES Boulder,299874.443,5994003.9,18.92,1.602,0.89,0.106
531,Manual MBES Boulder,299872.974,5994005.44,18.95,2.052,0.672,0.141
532,Manual MBES Boulder,300026.465,5993030.193,19.2,1.016,0.624,0.182
533,Manual MBES Boulder,300315.473,5990802.468,17.98,0.705,1.327,0.196
534,Manual MBES Boulder,301982.844,5993084.092,19.91,1.299,0.528,0.157
535,Manual MBES Boulder,302395.166,5993150.502,22.47,1.45,1.137,0.412
536,Manual MBES Boulder,300033.145,5992768.086,18.44,1.05,0.903,0.152
537,Manual MBES Boulder,299034.0,5992648.866,16.25,1.408,0.767,0.183
538,Manual MBES Boulder,299034.878,5992646.675,16.17,1.09,0.799,0.198
539,Manual MBES Boulder,299961.085,5993494.87,18.61,1.028,1.009,0.151
540,Manual MBES Boulder,299961.899,5993496.621,18.64,1.336,0.793,0.13
541,Manual MBES Boulder,299961.905,5993498.119,18.75,1.025,0.605,0.095
542,Manual MBES Boulder,299750.347,5994765.672,18.26,2.068,1.484,0.343
543,Manual MBES Boulder,299826.721,5994222.432,18.79,2.391,1.848,0.178
544,Manual MBES Boulder,300143.802,5991998.512,18.11,1.454,0.794,0.177
545,Manual MBES Boulder,300129.414,5992260.982,17.7,2.097,1.264,0.324
546,Manual MBES Boulder,300133.618,5992003.761,18.2,1.778,1.284,0.297
547,Manual MBES Boulder,300151.812,5991972.231,17.95,2.671,1.381,0.257
548,Manual MBES Boulder,301988.16,5993065.127,20.59,1.305,0.917,0.143
549,Manual MBES Boulder,302388.734,5993119.674,22.47,2.117,1.345,0.226
550,Manual MBES Boulder,302389.415,5993115.283,22.32,1.266,1.045,0.131
551,Manual MBES Boulder,300247.78,5992803.023,18.71,2.119,1.361,0.443
552,Manual MBES Boulder,299148.432,5992642.99,16.75,2.494,1.558,0.278
553,Manual MBES Boulder,299843.899,5994253.188,18.65,1.409,1.073,0.169
554,Manual MBES Boulder,300008.462,5993075.585,18.87,1.243,0.816,0.203
555,Manual MBES Boulder,300008.028,5993073.552,19.05,1.589,0.811,0.154
556,Manual MBES Boulder,299894.136,5993962.381,19.02,2.406,1.16,0.225
557,Manual MBES Boulder,299729.841,5994888.056,18.88,1.528,0.939,0.183
558,Manual MBES Boulder,300323.675,5990867.374,17.85,1.523,1.181,0.406
559,Manual MBES Boulder,300030.353,5992696.355,18.45,1.879,1.38,0.224
560,Manual MBES Boulder,300206.929,5992806.696,18.59,1.128,0.957,0.162
561,Manual MBES Boulder,303328.822,5993178.53,25.17,1.382,1.077,0.132
562,Manual MBES Boulder,302393.721,5993123.136,22.43,1.784,2.234,0.2
563,Manual MBES Boulder,300076.513,5992800.181,18.41,1.671,1.405,0.378
564,Manual MBES Boulder,299052.158,5992644.487,16.36,2.564,1.418,0.186
565,Manual MBES Boulder,299052.031,5992642.57,16.34,1.197,0.755,0.119
566,Manual MBES Boulder,299137.089,5992626.27,16.68,2.103,0.815,0.168
567,Manual MBES Boulder,299150.572,5992646.022,16.93,1.846,1.473,0.371
568,Manual MBES Boulder,299365.265,5992696.738,17.57,2.128,1.108,0.355
569,Manual MBES Boulder,299762.267,5994735.946,18.6,2.461,1.353,0.188
570,Manual MBES Boulder,299907.242,5993793.643,18.98,1.458,1.053,0.337
571,Manual MBES Boulder,300000.062,5993192.169,18.47,1.786,1.66,0.6
572,Manual MBES Boulder,300320.95,5990665.794,18.01,2.101,1.541,0.358
573,Manual MBES Boulder,300125.958,5992241.521,17.42,1.552,1.19,0.271
574,Manual MBES Boulder,300852.563,5992882.654,21.31,2.727,1.12,0.16
575,Manual MBES Boulder,301980.591,5993064.512,20.48,2.238,1.294,0.179
576,Manual MBES Boulder,302740.605,5993120.216,23.33,1.652,1.378,0.232
577,Manual MBES Boulder,303233.146,5993148.562,25.06,1.573,1.224,0.176
578,Manual MBES Boulder,301862.687,5993071.484,21.89,1.475,1.174,0.259
579,Manual MBES Boulder,300109.744,5992386.166,18.26,1.295,0.888,0.116
580,Manual MBES Boulder,299751.134,5995122.814,19.31,1.049,0.722,0.108
581,Manual MBES Boulder,298944.871,5992630.221,15.85,1.42,0.756,0.151
582,Manual MBES Boulder,299734.282,5992747.085,17.63,1.029,0.938,0.173
583,Manual MBES Boulder,299765.149,5994715.943,18.33,1.052,0.783,0.126
584,Manual MBES Boulder,299698.813,5995318.164,19.54,1.084,0.569,0.119
585,Manual MBES Boulder,299689.93,5995459.363,19.81,2.047,1.321,0.218
586,Manual MBES Boulder,299850.669,5993991.729,18.97,1.302,0.697,0.133
587,Manual MBES Boulder,299849.208,5993992.484,18.89,1.135,1.071,0.139
588,Manual MBES Boulder,299784.912,5994695.747,18.4,1.781,1.123,0.176
589,Manual MBES Boulder,299785.58,5994694.752,18.39,1.392,1.331,0.101
590,Manual MBES Boulder,300153.669,5992136.973,18.01,0.984,0.81,0.116
591,Manual MBES Boulder,300110.44,5992463.031,18.26,1.38,1.201,0.216
592,Manual MBES Boulder,300248.408,5991094.507,17.68,1.688,1.107,0.326
593,Manual MBES Boulder,300156.733,5992150.996,17.98,2.47,1.204,0.238
594,Manual MBES Boulder,302143.966,5993100.082,21.67,0.672,1.174,0.129
595,Manual MBES Boulder,300468.262,5992845.855,19.22,1.067,0.678,0.167
596,Manual MBES Boulder,302425.25,5993150.908,22.76,2.167,1.292,0.409
597,Manual MBES Boulder,301200.048,5992970.533,21.98,1.49,1.437,0.232
598,Manual MBES Boulder,300040.209,5992758.798,18.26,1.367,1.326,0.287
599,Manual MBES Boulder,298450.094,5992570.707,14.65,1.122,1.257,0.261
600,Manual MBES Boulder,298449.511,5992572.436,14.41,1.787,1.398,0.444
601,Manual MBES Boulder,299737.528,5992724.069,17.7,1.966,1.133,0.247
602,Manual MBES Boulder,299889.526,5993988.549,18.98,1.789,1.112,0.354
603,Manual MBES Boulder,299694.293,5995439.989,19.8,1.132,0.707,0.108
604,Manual MBES Boulder,300108.185,5992264.652,17.52,0.827,0.879,0.143
605,Manual MBES Boulder,300230.655,5991478.714,18.69,1.604,0.797,0.208
606,Manual MBES Boulder,300231.286,5991480.591,18.68,1.304,0.796,0.158
607,Manual MBES Boulder,302024.714,5993083.098,20.9,1.21,0.975,0.254
608,Manual MBES Boulder,301215.993,5992967.779,21.74,1.096,1.358,0.155
609,Manual MBES Boulder,299919.305,5993792.319,19.28,2.014,1.075,0.228
610,Manual MBES Boulder,300043.325,5992795.314,18.27,0.983,0.906,0.232
611,Manual MBES Boulder,298643.626,5992594.414,15.17,0.995,0.722,0.159
612,Manual MBES Boulder,299003.593,5992635.887,16.02,1.232,0.91,0.221
613,Manual MBES Boulder,299969.462,5993156.382,18.55,1.673,1.401,0.288
614,Manual MBES Boulder,299840.638,5994192.103,18.79,2.353,0.862,0.169
615,Manual MBES Boulder,300229.538,5991175.152,17.88,1.621,1.348,0.24
616,Manual MBES Boulder,300105.317,5992252.586,17.69,1.073,0.783,0.117
617,Manual MBES Boulder,300107.028,5992252.846,17.6,1.219,0.836,0.165
618,Manual MBES Boulder,300251.712,5991199.096,18.19,1.633,1.377,0.224
619,Manual MBES Boulder,300253.897,5991198.89,18.34,1.717,0.894,0.263
620,Manual MBES Boulder,300114.07,5992284.462,17.97,1.356,0.897,0.126
621,Manual MBES Boulder,300297.039,5992835.95,18.76,2.02,1.184,0.187
622,Manual MBES Boulder,299800.049,5992765.768,18.09,1.31,1.262,0.322
623,Manual MBES Boulder,298893.277,5992625.771,15.72,1.76,1.789,0.415
624,Manual MBES Boulder,299665.759,5995403.446,19.46,1.759,1.493,0.513
625,Manual MBES Boulder,300003.481,5993047.656,18.89,1.917,0.941,0.218
626,Manual MBES Boulder,299193.915,5992671.217,17.0,1.138,0.657,0.173
627,Manual MBES Boulder,299615.954,5992725.826,17.76,1.459,1.436,0.535
628,Manual MBES Boulder,300122.927,5992242.981,17.62,2.0,1.242,0.157
629,Manual MBES Boulder,300480.386,5989324.222,17.96,2.478,1.139,0.234
630,Manual MBES Boulder,300163.966,5992078.085,18.11,2.76,1.537,0.198
631,Manual MBES Boulder,300084.247,5992240.636,18.33,1.623,1.27,0.273
632,Manual MBES Boulder,300079.867,5992411.688,18.4,1.993,1.026,0.176
633,Manual MBES Boulder,299984.047,5993414.391,18.69,2.017,1.099,0.207
634,Manual MBES Boulder,299747.784,5994910.475,19.01,1.365,0.692,0.229
635,Manual MBES Boulder,299693.902,5995229.354,19.39,0.961,1.032,0.151
636,Manual MBES Boulder,301922.134,5993075.583,20.99,1.154,0.818,0.161
637,Manual MBES Boulder,301920.62,5993076.423,21.18,0.886,0.757,0.144
638,Manual MBES Boulder,300912.509,5992891.328,21.24,2.526,1.285,0.153
639,Manual MBES Boulder,303400.54,5993186.791,25.43,1.638,1.836,0.179
640,Manual MBES Boulder,300292.282,5992798.678,19.05,2.012,1.199,0.17
